Volcano_Type,Volcano_Name,Volcanic_Explosivity_Index,Elevation,Status,Deaths,Total_Deaths,Country,Coordinates,Year,Month,Day,Flag_Tsunami,Flag_Earthquake
Stratovolcano,Soufriere Hills,3,915,Historical,0,0,Montserrat,"16.72, -62.18",1999,1,20,TRUE,FALSE
Shield volcano,Kilauea,0,1222,Historical,2,2,United States,"19.425, -155.292",2000,11,3,FALSE,FALSE
Stratovolcano,Merapi,2,2947,Historical,1,1,Indonesia,"-7.542, 110.442",2000,11,0,FALSE,FALSE
Stratovolcano,Arenal,3,1657,Historical,2,2,Costa Rica,"10.463, -84.703",2000,8,23,FALSE,FALSE
Stratovolcano,Miyake-jima,2,815,Historical,0,1,Japan,"34.08, 139.53",2000,6,27,TRUE,TRUE
Stratovolcano,Semeru,3,3676,Historical,2,2,Indonesia,"-8.108, 112.92",2000,7,27,FALSE,FALSE
Stratovolcano,Etna,2,3350,Historical,0,0,Italy,"37.734, 15.004",2001,7,26,FALSE,FALSE
Stratovolcano,Merapi,2,2947,Historical,2,2,Indonesia,"-7.542, 110.442",2001,8,5,FALSE,FALSE
Stratovolcano,Etna,3,3350,Historical,1,1,Italy,"37.734, 15.004",2001,5,14,FALSE,FALSE
Stratovolcano,Stromboli,2,926,Historical,1,1,Italy,"38.789, 15.213",2001,10,20,FALSE,FALSE
Stratovolcano,Karangetang [Api Siau],3,1784,Historical,0,0,Indonesia,"2.78, 125.48",2002,1,3,FALSE,FALSE
Stratovolcano,Semeru,3,3676,Historical,3,3,Indonesia,"-8.108, 112.92",2002,0,0,FALSE,FALSE
Stratovolcano,Nyiragongo,1,3470,Historical,100,100,"Congo, DRC","-1.52, 29.25",2002,1,17,FALSE,FALSE
Stratovolcano,Reventador,4,3562,Historical,0,0,Ecuador,"-0.078, -77.656",2002,11,3,FALSE,FALSE
Stratovolcano,Stromboli,0,926,Historical,0,0,Italy,"38.789, 15.213",2002,12,30,TRUE,FALSE
Stratovolcano,Etna,3,3350,Historical,0,0,Italy,"37.734, 15.004",2002,8,28,FALSE,TRUE
Stratovolcano,Soufriere Hills,3,915,Historical,0,0,Montserrat,"16.72, -62.18",2003,7,12,TRUE,FALSE
Stratovolcano,Manam,4,1807,Historical,5,5,Papua New Guinea,"-4.1, 145.061",2004,10,24,FALSE,FALSE
Stratovolcano,Egon,1,1703,Historical,1,1,Indonesia,"-8.67, 122.45",2004,1,29,FALSE,FALSE
Stratovolcano,Tengger Caldera,2,2329,Historical,2,0,Indonesia,"-7.942, 112.95",2004,6,8,FALSE,FALSE
Shield volcano,Karthala,0,2361,Historical,0,0,Comoros,"-11.75, 43.38",2005,11,24,FALSE,FALSE
Stratovolcano,Santa Ana,3,2365,Historical,2,2,El Salvador,"13.853, -89.63",2005,10,1,FALSE,FALSE
Stratovolcano,Manam,4,1807,Historical,1,1,Papua New Guinea,"-4.1, 145.061",2005,1,27,FALSE,FALSE
Stratovolcano,Merapi,1,2947,Historical,2,2,Indonesia,"-7.542, 110.442",2006,6,14,FALSE,FALSE
Stratovolcano,Soufriere Hills,2,915,Historical,0,0,Montserrat,"16.72, -62.18",2006,5,20,TRUE,FALSE
Stratovolcano,Tungurahua,3,5023,Historical,1,1,Ecuador,"-1.467, -78.442",2006,7,18,FALSE,FALSE
Stratovolcano,Raoul Island,0,516,Historical,1,1,New Zealand,"-29.27, -177.92",2006,3,17,FALSE,FALSE
Stratovolcano,Bulusan,2,1565,Historical,1,1,Philippines,"12.77, 124.05",2006,6,7,FALSE,FALSE
Stratovolcano,Mayon,1,2462,Historical,1266,1266,Philippines,"13.257, 123.685",2006,11,30,FALSE,FALSE
Stratovolcano,Tungurahua,3,5023,Historical,5,6,Ecuador,"-1.467, -78.442",2006,8,17,FALSE,FALSE
Stratovolcano,"Tair, Jebel at",0,244,Historical,7,7,Yemen,"15.7, 41.742",2007,9,30,FALSE,FALSE
Stratovolcano,Manam,4,1807,Historical,4,4,Papua New Guinea,"-4.1, 145.061",2007,3,0,FALSE,FALSE
Stratovolcano,Salak,0,2211,Historical,6,6,Indonesia,"-6.72, 106.73",2007,7,7,FALSE,FALSE
Stratovolcano,Huila,0,5365,Historical,0,0,Colombia,"2.92, -76.05",2007,4,18,FALSE,FALSE
Caldera,Chaiten,0,962,Holocene,1,1,Chile,"-42.833, -72.646",2008,5,2,FALSE,FALSE
Stratovolcano,Tungurahua,3,5023,Historical,2,2,Ecuador,"-1.467, -78.442",2008,8,22,FALSE,FALSE
Stratovolcano,Huila,0,5365,Historical,10,10,Colombia,"2.92, -76.05",2008,11,20,FALSE,FALSE
Stratovolcano,Kasatochi,3,314,Historical,0,0,United States,"52.18, -175.5",2008,8,8,TRUE,FALSE
Stratovolcano,Redoubt,0,3108,Historical,0,0,United States,"60.48, -152.75",2009,3,23,FALSE,FALSE
Shield volcano,Kilauea,0,1222,Historical,0,0,United States,"19.425, -155.292",2009,11,30,FALSE,FALSE
Complex volcano,Pacaya,1,2552,Historical,1,1,Guatemala,"14.381, -90.601",2010,5,27,FALSE,FALSE
Stratovolcano,Eyjafjallajokull,2,1666,Historical,2,2,Iceland,"63.63, -19.62",2010,3,31,FALSE,FALSE
Stratovolcano,Tengger Caldera,0,2329,Historical,0,0,Indonesia,"-7.942, 112.95",2010,12,28,FALSE,FALSE
Stratovolcano,Tungurahua,3,5023,Historical,0,0,Ecuador,"-1.467, -78.442",2010,11,0,FALSE,FALSE
Stratovolcano,Karangetang [Api Siau],3,1784,Historical,4,4,Indonesia,"2.78, 125.48",2010,8,6,FALSE,FALSE
Stratovolcano,Sinabung,0,2460,Holocene,2,2,Indonesia,"3.17, 98.392",2010,8,30,FALSE,FALSE
Stratovolcano,Merapi,0,2947,Historical,367,367,Indonesia,"-7.542, 110.442",2010,10,26,FALSE,FALSE
Stratovolcano,Tungurahua,3,5023,Historical,0,0,Ecuador,"-1.467, -78.442",2010,1,0,FALSE,FALSE
Stratovolcano,Sarigan,0,538,Holocene,0,0,United States,"16.708, 145.78",2010,5,29,TRUE,TRUE
Stratovolcano,Puyehue,4,2236,Holocene,0,0,Chile,"-40.59, -72.117",2011,6,4,FALSE,FALSE
Stratovolcano,Karangetang [Api Siau],0,1784,Historical,0,0,Indonesia,"2.78, 125.48",2011,3,18,FALSE,FALSE
Stratovolcano,Lokon-Empung,0,1580,Historical,1,1,Indonesia,"1.358, 124.792",2011,7,17,FALSE,FALSE
Shield volcano,Kirishima,0,1700,Historical,0,0,Japan,"31.93, 130.87",2011,1,28,FALSE,FALSE
Stratovolcano,Nabro,3,2218,Holocene,31,31,Eritrea,"13.37, 41.7",2011,6,22,FALSE,FALSE
Stratovolcano,Gamalama,3,1715,Historical,4,4,Indonesia,"0.8, 127.325",2011,12,27,FALSE,FALSE
Stratovolcano,Tungurahua,4,5023,Historical,0,0,Ecuador,"-1.467, -78.442",2011,4,0,FALSE,FALSE
Stratovolcano,Merapi,0,2947,Historical,1,1,Indonesia,"-7.542, 110.442",2011,1,3,FALSE,FALSE
Subglacial volcano,Katla,0,1512,Historical,0,0,Iceland,"63.63, -19.05",2011,7,9,FALSE,FALSE
Stratovolcano,Bulusan,2,1565,Historical,1,1,Philippines,"12.77, 124.05",2011,2,23,FALSE,FALSE
Shield volcano,Tolbachik,0,3682,Historical,0,0,Russia,"55.83, 160.33",2012,12,12,FALSE,FALSE
Shield volcano,Kilauea,0,1222,Historical,0,0,United States,"19.425, -155.292",2012,3,2,FALSE,FALSE
Shield volcano,Kilauea,0,1222,Historical,0,0,United States,"19.425, -155.292",2012,2,10,FALSE,FALSE
Stratovolcano,Ubinas,0,5672,Historical,0,0,Peru,"-16.355, -70.903",2013,9,1,FALSE,FALSE
Stratovolcano,Mayon,0,2462,Historical,5,5,Philippines,"13.257, 123.685",2013,5,7,FALSE,FALSE
Stratovolcano,Paluweh,0,875,Historical,0,0,Indonesia,"-8.32, 121.708",2013,2,0,FALSE,FALSE
Stratovolcano,Sakura-jima,0,1117,Historical,0,0,Japan,"31.58, 130.67",2013,9,4,FALSE,FALSE
Stratovolcano,Merapi,0,2947,Historical,1,1,Indonesia,"-7.542, 110.442",2013,2,12,FALSE,FALSE
Stratovolcano,Sinabung,2,2460,Holocene,0,0,Indonesia,"3.17, 98.392",2013,9,15,FALSE,FALSE
Stratovolcano,Paluweh,3,875,Historical,5,5,Indonesia,"-8.32, 121.708",2013,8,10,FALSE,FALSE
Lava dome,Okataina,0,1111,Historical,1,1,New Zealand,"-38.12, 176.5",2013,12,13,FALSE,FALSE
Stratovolcano,Kelut,0,1731,Historical,7,7,Indonesia,"-7.93, 112.308",2014,2,13,FALSE,FALSE
Complex volcano,On-take,3,3063,Historical,55,55,Japan,"35.9, 137.48",2014,9,27,FALSE,FALSE
Stratovolcano,Gamalama,0,1715,Historical,1,1,Indonesia,"0.8, 127.325",2014,12,18,FALSE,FALSE
Stratovolcano,Fogo,0,2829,Historical,0,0,Cape Verde,"14.95, -24.35",2014,11,23,FALSE,FALSE
Shield volcano,Kilauea,0,1222,Historical,0,0,United States,"19.425, -155.292",2014,11,10,FALSE,FALSE
Stratovolcano,Sinabung,0,2460,Holocene,17,17,Indonesia,"3.17, 98.392",2014,2,1,FALSE,FALSE
Stratovolcano,Sinabung,0,2460,Holocene,0,0,Indonesia,"3.17, 98.392",2015,2,20,FALSE,FALSE
Stratovolcano,Calbuco,0,2003,Historical,0,0,Chile,"-41.326, -72.614",2015,4,22,FALSE,FALSE
Stratovolcano,Karangetang [Api Siau],0,1784,Historical,0,0,Indonesia,"2.78, 125.48",2015,5,7,FALSE,FALSE
Lava dome,Okataina,0,1111,Historical,1,1,New Zealand,"-38.12, 176.5",2015,10,0,FALSE,FALSE
Stratovolcano,Manam,2,1807,Historical,0,0,Papua New Guinea,"-4.1, 145.061",2015,7,31,FALSE,FALSE
Stratovolcano,Sinabung,0,2460,Holocene,1,1,Indonesia,"3.17, 98.392",2015,10,16,FALSE,FALSE
Stratovolcano,Sinabung,0,2460,Holocene,1,1,Indonesia,"3.17, 98.392",2016,5,9,FALSE,FALSE
Stratovolcano,Rinjani,0,3726,Historical,0,0,Indonesia,"-8.42, 116.47",2016,9,27,FALSE,FALSE
Caldera,Yellowstone,0,2805,Tephrochronology,1,1,United States,"44.43, -110.67",2016,6,9,FALSE,FALSE
Caldera,Aso,0,1592,Historical,0,0,Japan,"32.88, 131.1",2016,10,8,FALSE,FALSE
Stratovolcano,Sinabung,0,2460,Holocene,7,7,Indonesia,"3.17, 98.392",2016,5,21,FALSE,FALSE
Stratovolcano,Sinabung,2,2460,Holocene,0,0,Indonesia,"3.17, 98.392",2017,4,13,FALSE,FALSE
Stratovolcano,Etna,0,3350,Historical,0,0,Italy,"37.734, 15.004",2017,3,15,FALSE,FALSE
Complex volcano,Dieng Volc Complex,0,2565,Historical,8,8,Indonesia,"-7.2, 109.92",2017,7,1,FALSE,FALSE
Stratovolcano,Merapi,0,2947,Historical,8,8,Indonesia,"-7.542, 110.442",2017,12,18,FALSE,FALSE
Stratovolcano,Fuego,2,3763,Historical,0,0,Guatemala,"14.473, -90.88",2017,6,6,FALSE,FALSE
Stratovolcano,Sinabung,0,2460,Holocene,0,0,Indonesia,"3.17, 98.392",2017,12,27,FALSE,FALSE
Shield volcano,Aoba,0,1496,Historical,0,0,Vanuatu,"-15.4, 167.83",2017,9,23,FALSE,FALSE
Caldera,Campi Flegrei,0,458,Historical,3,3,Italy,"40.827, 14.139",2017,9,12,FALSE,FALSE
Stratovolcano,Kadovar,0,365,Holocene,0,0,Papua New Guinea,"-3.62, 144.62",2018,1,5,FALSE,FALSE
Stratovolcano,Etna,2,3350,Historical,0,0,Italy,"37.734, 15.004",2018,12,26,FALSE,TRUE
Stratovolcano,Fuego,2,3763,Historical,201,201,Guatemala,"14.473, -90.88",2018,6,3,FALSE,FALSE
Pyroclastic shield,Ambrym,2,1334,Historical,0,0,Vanuatu,"-16.25, 168.12",2018,12,15,FALSE,TRUE
Shield volcano,Kilauea,1,1222,Historical,0,0,United States,"19.425, -155.292",2018,4,28,TRUE,TRUE
Stratovolcano,Kusatsu-Shirane,0,2176,Historical,1,1,Japan,"36.62, 138.55",2018,1,23,FALSE,FALSE
Stratovolcano,Manam,4,1807,Historical,0,0,Papua New Guinea,"-4.1, 145.061",2018,8,25,FALSE,FALSE
Shield volcano,Kilauea,0,1222,Historical,0,0,United States,"19.425, -155.292",2018,7,16,FALSE,FALSE
Stratovolcano,Kadovar,0,365,Holocene,0,0,Papua New Guinea,"-3.62, 144.62",2018,2,9,TRUE,FALSE
Shield volcano,Aoba,3,1496,Historical,4,4,Vanuatu,"-15.4, 167.83",2018,3,30,FALSE,FALSE
Shield volcano,Kilauea,1,1222,Historical,1,1,United States,"19.425, -155.292",2018,2,1,FALSE,FALSE
Caldera,Krakatau,1,813,Historical,0,437,Indonesia,"-6.102, 105.423",2018,12,22,TRUE,FALSE
Stratovolcano,Mayon,0,2462,Historical,0,0,Philippines,"13.257, 123.685",2018,1,13,FALSE,FALSE
Stratovolcano,Ijen,0,2799,Historical,0,0,Indonesia,"-8.058, 114.242",2018,3,21,FALSE,FALSE
Stratovolcano,Sinabung,0,2460,Holocene,0,0,Indonesia,"3.17, 98.392",2019,5,7,FALSE,FALSE
Stratovolcano,Manam,4,1807,Historical,0,0,Papua New Guinea,"-4.1, 145.061",2019,1,7,FALSE,FALSE
Stratovolcano,Stromboli,2,926,Historical,1,1,Italy,"38.789, 15.213",2019,7,3,FALSE,FALSE
Stratovolcano,Stromboli,2,926,Historical,0,0,Italy,"38.789, 15.213",2019,8,28,TRUE,FALSE
Stratovolcano,White Island,2,321,Historical,21,21,New Zealand,"-37.52, 177.18",2019,12,9,FALSE,FALSE
Stratovolcano,Manam,4,1807,Historical,0,0,Papua New Guinea,"-4.1, 145.061",2019,6,28,FALSE,FALSE
Stratovolcano,Ulawun,0,2334,Historical,0,0,Papua New Guinea,"-5.05, 151.33",2019,6,26,FALSE,FALSE
Stratovolcano,Ijen,0,2799,Historical,1,1,Indonesia,"-8.058, 114.242",2020,5,29,TRUE,TRUE
Stratovolcano,Taal,0,400,Historical,0,0,Philippines,"14.002, 120.993",2020,1,12,FALSE,FALSE
